player_id,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,drop_percentage,dropped_passes,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,first_downs_receiving,first_downs_rushing,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_broken_tackles,receiving_touchdowns,receiving_yards,receiving_yards_after_catch,receiving_yards_after_catch_per_reception,receiving_yards_before_catch,receiving_yards_before_catch_per_reception,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_broken_tackle,receptions_per_game,rush_attempts,rush_attempts_per_broken_tackle,rush_attempts_per_game,rush_broken_tackles,rush_touchdowns,rush_yards,rush_yards_after_contact,rush_yards_after_contact_per_attempt,rush_yards_before_contact,rush_yards_before_contact_per_attempt,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception,year,id
SmitTr04,,,,,180,0,0,,1996-07-20,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,0.0,6-0,,,,,,0,180,8,,,,,33,,,,,,Tremon Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,2,IND,,,,,,,,,,190,,,,,,22.5,,,,,,2020,SmitTr04 2020
SpeeEJ00,,,,,,1,2,,1995-06-01,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-4,,,,,,,,,,,,,,,,,,,E.J. Speed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,7,IND,,,,,,,,,,230,,,,,,,,,,,,2020,SpeeEJ00 2020
StalTa00,,,,,,2,7,,1995-08-18,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,1.0,6-2,,,,,,,,,,,,,,,,,,,Taylor Stallworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2020,5,IND,,,,,,,,,,305,,,,,,,,,,0.0,,2020,StalTa00 2020
StewGr00,,,,,,7,13,,1993-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,6-4,,,0.0,0.0,,,,,,,,0.0,,,,,,,Grover Stewart,,,,1.0,,,,,,RDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2020,40,IND,,,,,,,,,,315,,,,,,,,,,,0.0,2020,StewGr00 2020
TaylJo02,,,,,,10,,,1999-01-19,,92.3,,,,,,,,,,,,,,,,,,,1,,,,,15.0,13.0,5-10,,,,,,,,,,,,,,,,,39,62,Jonathan Taylor,,,,,,,,,,RB,,,,,,,,1,299,,,,,19.9,8.3,36,,2.4,232,,15.5,,11,1169,,,,,5.0,77.9,12,,,,,2020,,IND,,,39,,,,268,,,226,1468,,,,,,,,5.5,,,2020,TaylJo02 2020
TogiNo00,,,,,,,,,1997-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Noah Togiai,,,,,,,,,,,,,,,,,,,0,,,,,,,0,,,0,,,,,0,,,,,,,,,,,,2020,,IND,,,1,,,,,,,246,,,,,,,,,,,,2020,TogiNo00 2020
TuraKe00,,,,,,1,1,,1995-07-11,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,6-5,,,,,,,,,,,,,,,,,,,Kemoko Turay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,3,IND,,,,,,,,,,248,,,,,,,,,,,,2020,TuraKe00 2020
VeldJa20,,,,,,1,,,1987-06-14,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,6-8,,,,,,,,,,,,,,,,,,,Jared Veldheer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,IND,,,,,,,,,,321,,,,,,,,,,,,2020,VeldJa20 2020
WalkAn01,,,,,,8,27,,1995-08-08,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,16.0,6-1,,,1.0,0.0,,,,,,,,11.0,,,,,,,Anthony Walker,,,,5.0,,,,,,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,65,IND,,,,,,,,,,230,,,,,,,,,,0.0,11.0,2020,WalkAn01 2020
WalkAn01,,,,,,8,27,,1995-08-08,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,16.0,6-1,,,1.0,0.0,,,,,,,,11.0,,,,,,,Anthony Walker,,,,5.0,,,,,,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,65,IND,,,,,,,,,,230,,,,,,,,,,0.0,11.0,2020,WalkAn01 2020
WilkJo01,,,,,416,3,0.0,,1994-07-18,,75.0,,,,,,,,,,,,,,,,,,,0,,,,,15.0,0.0,6-1,,,,,,0,3,1,,,,,3,,,,24,22,Jordan Wilkins,,,,,,,,,,,,,,,,,,0,105,,,,,7.0,8.8,12,,0.8,84,,5.6,,1,308,,,,,3.7,20.5,1,,,0.0,,2020,2.0,IND,,,16,,,,96,,,216,413,,,,,3.0,,,4.3,,,2020,WilkJo01 2020
WillKh00,,,,,,4,20,,1996-05-07,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,14.0,14.0,5-11,,,2,1,,,,,,,,50,,,,,,,Khari Willis,,,,6,,,,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2020,65,IND,,,,,,,,,,213,,,,,,,,,,0.0,93,2020,WillKh00 2020
WilsTa00,,,,,,1,3,,1990-03-19,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,2.0,6-0,,,0.0,0.0,,,,,,,,0.0,,,,,,,Tavon Wilson,,,,1.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,0.0,,2020,23,IND,,,0.0,,,,,,,208,,,,,,,,,,0.0,0.0,2020,WilsTa00 2020
WindRo01,,,,,,0,0,,1997-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Robert Windsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,2,IND,,,,,,,,,,290,,,,,,,,,,,,2020,WindRo01 2020
Ya-SRo00,,,,,,2,9,,1996-05-23,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,13.0,8.0,6-0,,,1,0,,,,,,,,0,,,,,,,Rock Ya-Sin,,,,7,,,,,,lcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,36,IND,,,,,,,,,,192,,,,,,,,,,0,0,2020,Ya-SRo00 2020
AbraJo01,,,,,,5,26,,1996-10-25,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,13.0,13.0,6-0,,,2,0,,,,,,,,24,,,,,,,Johnathan Abram,,,,6,,,,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,60,LVR,,,,,,,,,,205,,,,,,,,,,0.0,29,2020,AbraJo01 2020
AghoNe00,,,,,,8,,,1993-05-24,,58.5,,,,,,,,,,,,,,,,,,,0,,,,,16.0,13.0,6-0,,,,,,,,,,,,,,,,,85,,Nelson Agholor,,,,,,,,,,WR,,,,,,,,8,896,,,,,56.0,18.7,48,,3.0,,,,,,,,,,,,,8,,,,,2020,,LVR,,,82,,,,48,,,198,896,,,,,,,,18.7,,,2020,AghoNe00 2020
ArneDa00,,,,,,2,4,,1996-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,7.0,6-0,,,0,0,,,,,,,,0,,,,,,,Damon Arnette,,,,2,,,,,,cb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,21,LVR,,,,,,,,,,195,,,,,,,,,,,0,2020,ArneDa00 2020
BookDe00,,,,,511.0,4,1.0,,1992-05-27,,81.0,,,,,,,,,,,,,,,,,,,1,0,1,0,,16.0,1.0,5-11,,,,,,0.0,4.0,1.0,,,,,4.0,,,,17,43,Devontae Booker,,,,,,,,,,,,,,,,,,0,84,,,,,5.3,4.9,17,,1.1,93,,5.8,,3,423,,,,,4.5,26.4,3,,,0.0,,2020,1.0,LVR,,,21,,,,110,,,219,507,,,,,4.0,,,4.6,0,,2020,BookDe00 2020
BrowTr02,,,,,,3,,,1993-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,6-8,,,,,,,,,,,,,,,,,,,Trent Brown,,,,,,,,,,rt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,LVR,,,,,,,,,,380,,,,,,,,,,,,2020,BrowTr02 2020
CarlDa00,,,,,,4,,,1995-01-23,,,,,,,,95.7,47,45,94.3,35,33,4.0,4.0,,,,5,3,,,,,,16.0,0.0,6-5,,,,,,,,,,,54.0,,,,,,,,Daniel Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,LVR,8,8.0,,,,,,18.0,18.0,215,,,,,,,,,,,,2020,CarlDa00 2020
CarrDe02,116.0,7.53,8.2,114.0,,14,,517,1991-03-28,,,348,113.0,,,71.0,,,,,,,,,,,3,,,11,0,0,-6,5,16.0,16.0,6-3,1.7,109.0,,,9,,,,,,,,,85,,,,18,Derek Carr,117.0,7.28,112.0,,67.3,5.2,27,4103,7.9,QB,,,,,8-8-0,101.4,,,,,,,,,,,,,39,,2.4,,3,140,,,,,3.6,8.8,3,,112.0,0.0,,2020,,LVR,,,,26,,106.0,39,,,210,140,150,114.0,11.8,256.4,,,,3.6,-6,,2020,CarrDe02 2020
CarrDe00,,,,,,0,4.0,,1990-07-25,,100.0,,,,,,,,,,,,,,,,,,,0,,,,,16.0,0.0,6-3,,,,,,,,,,,,,,,,,14,,Derek Carrier,,,,,,,,,,,,,,,,,,0,14,,,,,0.9,14.0,1,,0.1,,,,,,,,,,,,,0,,,0.0,,2020,3.0,LVR,,,1.0,,,,1,,,240,14,,,,,,,,14.0,,,2020,CarrDe00 2020
ColeAJ01,,,,,,2,,,1995-11-27,0,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,-7.0,,16.0,0.0,6-4,,,,,,,,,,,,,,,63,,,0.0,AJ Cole III,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,1,,0.1,,0.0,0,,,,,0.0,0.0,0.0,,,0.0,,2020,,LVR,,,,,1939,,1.0,,,220,0.0,,,,,,44.1,,0.0,-7.0,,2020,ColeAJ01 2020
CollMa00,,,,,,4,7,,1995-04-08,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.0,6-2,,,,,,,,,,,,,,,,,,,Maliek Collins,,,,,,,,,,RDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,8,LVR,,,,,,,,,,308,,,,,,,,,,,,2020,CollMa00 2020
CrosMa00,,,,,,6,19,,1997-08-22,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,16.0,16.0,6-5,,,0,0,,,,,,,,0,,,,,,,Maxx Crosby,,,,1,,,,,,RDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2020,20,LVR,,,,,,,,,,255,,,,,,,,,,0,0,2020,CrosMa00 2020
DossKe00,,,,,,0,,,1996-03-21,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.0,6-3,,,,,,,,,,,,,,,,,0,,Keelan Doss,,,,,,,,,,,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,LVR,,,0,,,,0,,,215,0,,,,,,,,,,,2020,DossKe00 2020
EdwaBr01,,,,,,2,,,1998-11-13,,73.3,,,,,,,,,,,,,,,,,,,0,,,,,12.0,3.0,6-3,,,,,,,,,,,,,,,,,34,,Bryan Edwards,,,,,,,,,,,,,,,,,,1,193,,,,,16.1,17.5,11,,0.9,,,,,,,,,,,,,1,,,,,2020,,LVR,,,15,,,,11,,,212,193,,,,,,,,17.5,,,2020,EdwaBr01 2020
EmanKy00,,,,,,0,2,,1991-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Kyle Emanuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,1,2TM,,,,,,,,,,250,,,,,,,,,,,,2020,EmanKy00 2020
FerrCl00,,,,,,4,9,,1997-05-17,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,11.0,11.0,6-4,,,0,0,,,,,,,,0,,,,,,,Clelin Ferrell,,,,3,,,,,,LDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2020,18,LVR,,,,,,,,,,265,,,,,,,,,,0,0,2020,FerrCl00 2020
GaffRi00,,,,,12.0,0,,,1996-05-23,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,3.0,0.0,5-10,,,,,,0.0,12.0,1.0,,,,,12.0,,,,0,,Rico Gafford,,,,,,,,,,,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,LVR,,,2,,,,0,,,185,0,,,,,12.0,,,,,,2020,GaffRi00 2020
GaulRa00,,,,,,0,,,1995-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Rashaan Gaulden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,LVR,,,,,,,,,,200,,,,,,,,,,,,2020,GaulRa00 2020
GaulRa00,,,,,,0,,,1995-01-23,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Rashaan Gaulden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,LVR,,,,,,,,,,200,,,,,,,,,,,,2020,GaulRa00 2020
HankJo00,,,,,,6,21,,1992-03-30,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,,,Johnathan Hankins,,,,,,,,,,LDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,27,LVR,,,,,,,,,,340,,,,,,,,,,0.0,,2020,HankJo00 2020
HarrEr00,,,,,,4,17,,1990-04-02,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,14.0,12.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Erik Harris,,,,5.0,,,,,,FS,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,0.0,,2020,44,LVR,,,0.0,,,,,,,220,,,,,,,,,,0.0,0.0,2020,HarrEr00 2020
HeatJe00,,,,,,3,9,,1991-05-14,,,,,,,,,,,,,,,,,,,,,0.0,,,,,13.0,5.0,6-1,,,3.0,0.0,,,,,,,,47.0,,,,,,1.0,Jeff Heath,,,,4.0,,,,,,fs,,,,,,,,,,,,,,,,,,,1.0,,0.1,,0.0,1.0,,,,,1.0,0.1,0.0,,,0.0,,2020,28,LVR,,,,,,,1.0,,,212,1.0,,,,,,,,1.0,,89.0,2020,HeatJe00 2020
HudsRo00,,,,,,9,,,1989-07-12,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,16.0,16.0,6-2,,,,,,,,,,,,,,,,,,,Rodney Hudson,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,LVR,,,,,,,,,,315,,,,,,,,,,0.0,,2020,HudsRo00 2020
HursMa00,,,,,,2,13,,1995-05-09,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,3.0,6-2,,,0,0,,,,,,,,0,,,,,,,Maurice Hurst Jr.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2020,14,LVR,,,,,,,,,,291,,,,,,,,,,,0,2020,HursMa00 2020
IncoRi20,,,,,,1.0,,,1983-07-05,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,6-3,,,,,,,,,,,,,,,,,,,Richie Incognito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,LVR,,,,,,,,,,325,,,,,,,,,,,,2020,IncoRi20 2020
IngoAl01,,,,,,1,0,,1996-07-09,,70.6,,,,,,,,,,,,,,,,,,,0,0,1,0,,16.0,4.0,6-1,,,,,,,,,,,,,,,,,23,3,Alec Ingold,,,,,,,,,,,,,,,,,,1,110,,,,,6.9,9.2,12,,0.8,3,,0.2,,0,4,,,,,1.3,0.3,1,,,0.0,,2020,1,LVR,,,17,,,,15,,,240,114,,,,,,,,7.6,0,,2020,IngoAl01 2020
IrviDa00,,,,,,0,2,,1993-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,6-7,,,,,,,,,,,,,,,,,,,David Irving,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,2,LVR,,,,,,,,,,290,,,,,,,,,,,,2020,IrviDa00 2020
JackGa00,,,,,,9,,,1991-07-12,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,16.0,16.0,6-3,,,,,,,,,,,,,,,,,0,,Gabe Jackson,,,,,,,,,,RG,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,LVR,,,0,,,,0,,,335,0,,,,,,,,,,,2020,JackGa00 2020
JacoJo01,,,,,,8,,,1998-02-11,,73.3,,,,,,,,,,,,,,,,,,,2,0,0,0,,15.0,15.0,5-10,,,,,,,,,,,,,,,,,29,28,Josh Jacobs,,,,,,,,,,RB,,,,,,,,0,238,,,,,15.9,7.2,33,,2.2,273,,18.2,,12,1065,,,,,3.9,71.0,12,,,0.0,,2020,,LVR,,,45,,,,306,,,220,1303,,,,,,,,4.3,0,,2020,JacoJo01 2020
JacoJo01,,,,,,8,,,1998-02-11,,73.3,,,,,,,,,,,,,,,,,,,2,0,0,0,,15.0,15.0,5-10,,,,,,,,,,,,,,,,,29,28,Josh Jacobs,,,,,,,,,,RB,,,,,,,,0,238,,,,,15.9,7.2,33,,2.2,273,,18.2,,12,1065,,,,,3.9,71.0,12,,,0.0,,2020,,LVR,,,45,,,,306,,,220,1303,,,,,,,,4.3,0,,2020,JacoJo01 2020
JohnIs02,,,,,,1,6,,1995-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,6-2,,,0,0,,,,,,,,0,,,,,,,Isaiah Johnson,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,7,LVR,,,,,,,,,,210,,,,,,,,,,,0,2020,JohnIs02 2020
JoneDa03,,,,,,0,0.0,,1990-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,6-4,,,,,,,,,,,,,,,,,,,Datone Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,2.0,LVR,,,,,,,,,,285,,,,,,,,,,,,2020,JoneDa03 2020
JoneZa00,,29.0,29.0,,,2,,1.0,1995-03-30,,70.0,1.0,,,,100.0,,,,,,,,,,,,,,0,,,,,16.0,2.0,6-2,0.0,,,,0.0,,,,,,,,,29.0,,,37,,Zay Jones,,29.0,,,100.0,0.0,0.0,29.0,29.0,,,,,,,118.7,,1,154,,,,,9.6,11.0,14,,0.9,,,,,,,,,,,,,1,,,,,2020,,LVR,,,20,0.0,,,14,,,200,154,0.0,,29.0,1.8,,,,11.0,,,2020,JoneZa00 2020
JoneZa00,,29.0,29.0,,,2,,1.0,1995-03-30,,70.0,1.0,,,,100.0,,,,,,,,,,,,,,0,,,,,16.0,2.0,6-2,0.0,,,,0.0,,,,,,,,,29.0,,,37,,Zay Jones,,29.0,,,100.0,0.0,0.0,29.0,29.0,,,,,,,118.7,,1,154,,,,,9.6,11.0,14,,0.9,,,,,,,,,,,,,1,,,,,2020,,LVR,,,20,0.0,,,14,,,200,154,0.0,,29.0,1.8,,,,11.0,,,2020,JoneZa00 2020
JoynLa00,,,,,,6,13,,1990-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,6.0,5-8,,,0,0,,,,,,,,0,,,,,,,Lamarcus Joyner,,,,5,,,,,,llb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,53,LVR,,,,,,,,,,185,,,,,,,,,,,0,2020,JoynLa00 2020
KeyxAr00,,,,,,1,5,,1996-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,6-5,,,0.0,0.0,,,,,,,,0.0,,,,,,,Arden Key,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,10,LVR,,,,,,,,,,240,,,,,,,,,,,0.0,2020,KeyxAr00 2020
KwiaNi00,,,,,,5,28,,1993-05-26,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,12.0,12.0,6-2,,,1.0,0.0,,,,,,,,9.0,,,,,,,Nick Kwiatkoski,,,,4.0,,,,,,MLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,53,LVR,,,,,,,,,,243,,,,,,,,,,0,9.0,2020,KwiaNi00 2020
LawsNe00,,,,,,3,14,,1991-04-23,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,,14.0,9.0,5-9,,,0.0,0.0,,,,,,,,0.0,,,,,,,Nevin Lawson,,,,4.0,,,,,,RCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,47,LVR,,,,,,,,,,190,,,,,,,,,,0.0,0.0,2020,LawsNe00 2020
LeavDa00,,,,,,0,6,,1994-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,5-10,,,0.0,0.0,,,,,,,,0.0,,,,,,,Dallin Leavitt,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,4,LVR,,,,,,,,,,195,,,,,,,,,,,0.0,2020,LeavDa00 2020
LittCo01,,,,,,5,26,,1993-11-18,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,6-3,,,,,,,,,,,,,,,,,,,Cory Littleton,,,,,,,,,,RLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,56,LVR,,,,,,,,,,228,,,,,,,,,,,,2020,LittCo01 2020
MabiDy00,,,,,,0,1,,1997-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Dylan Mabin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,1,2TM,,,,,,,,,,195,,,,,,,,,,,,2020,MabiDy00 2020
MabiDy00,,,,,,0,1,,1997-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,6-1,,,,,,,,,,,,,,,,,,,Dylan Mabin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,1,2TM,,,,,,,,,,195,,,,,,,,,,,,2020,MabiDy00 2020
MariMa01,,7.18,7.2,,,1,,28,1993-10-30,,,17,,,,98.1,,,,,,,,,,,,,,0,,,,,1.0,0.0,6-4,3.6,,,,1,,,,,,,,,35,,,,26,Marcus Mariota,,8.07,,,60.7,3.6,1,226,8.1,,,,,,,83.3,,,,,,,,,,,,,9,,9.0,,1,88,,,,,9.8,88.0,1,,,,,2020,,LVR,,,,0,,,9,,,222,88,0,,13.3,226.0,,,,9.8,,,2020,MariMa01 2020
McMiRa02,,,,,,2,10,,1995-11-17,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,4.0,6-2,,,0,0,,,,,,,,0,,,,,,,Raekwon McMillan,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,17,LVR,,,,,,,,,,242,,,,,,,,,,0.0,0,2020,McMiRa02 2020
MillKo00,,,,,,8,,,1995-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,6-8,,,,,,,,,,,,,,,,,,,Kolton Miller,,,,,,,,,,LT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,LVR,,,,,,,,,,325,,,,,,,,,,,,2020,MillKo00 2020
MoreFo00,,,,,,1,,,1997-05-06,,77.8,,,,,,,,,,,,,,,,,,,0,,,,,16.0,2.0,6-4,,,,,,,,,,,,,,,,,47,,Foster Moreau,,,,,,,,,,,,,,,,,,2,140,,,,,8.8,20.0,7,,0.4,,,,,,,,,,,,,2,,,,,2020,,LVR,,,9,,,,7,,,250,140,,,,,,,,20.0,,,2020,MoreFo00 2020
MorrNi00,,,,,,5,16,,1995-07-10,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,14.0,11.0,6-0,,,1,0,,,,,,,,6,,,,,,,Nicholas Morrow,,,,9,,,,,,LLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,2020,62,LVR,,,,,,,,,,225,,,,,,,,,,0.0,6,2020,MorrNi00 2020
MullTr00,,,,,,5,8,,1997-09-20,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,16.0,6-2,,,2,0,,,,,,,,0,,,,,,,Trayvon Mullen,,,,14,,,,,,LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,56,LVR,,,,,,,,,,200,,,,,,,,,,,0,2020,MullTr00 2020
NassCa00,,,,,,3,11,,1993-04-12,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,5.0,6-7,,,1.0,0.0,,,,,,,,23.0,,,,,,,Carl Nassib,,,,5.0,,,,,,lde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2020,17,LVR,,,,,,,,,,275,,,,,,,,,,,23.0,2020,NassCa00 2020
